"id","value","fips","lat","lon","state","county","city","CMAQ","zcta","zcta_area","zcta_pop","imp_a500","imp_a1000","imp_a5000","imp_a10000","imp_a15000","county_area","county_pop","log_dist_to_prisec","log_pri_length_5000","log_pri_length_10000","log_pri_length_15000","log_pri_length_25000","log_prisec_length_500","log_prisec_length_1000","log_prisec_length_5000","log_prisec_length_10000","log_prisec_length_15000","log_prisec_length_25000","log_nei_2008_pm25_sum_10000","log_nei_2008_pm25_sum_15000","log_nei_2008_pm25_sum_25000","log_nei_2008_pm10_sum_10000","log_nei_2008_pm10_sum_15000","log_nei_2008_pm10_sum_25000","popdens_county","popdens_zcta","nohs","somehs","hs","somecollege","associate","bachelor","grad","pov","hs_orless","urc2013","urc2006","aod"
56037.0007,6.714285714,56037,41.591613,-109.220722,"Wyoming","Sweetwater","Rock Springs",3.892566749,82901,3596245359,27971,0,1.442002176,5.00334401,3.498270372,1.933022166,27004896786,43806,6.87680095,10.13169757,11.0473847,11.41192073,11.91556894,6.214608098,7.890250743,10.8111663,11.65943094,12.03898014,12.5787664,4.980412786,4.980526453,5.003089141,5.438093114,5.438173917,5.452993541,1.622150247,7.77783416,0,10.6,42.3,19.7,7.7,19.7,0,34.9,52.9,5,5,14.57142857
24510.0006,12.20416667,24510,39.340556,-76.582222,"Maryland","Baltimore (City)","Baltimore",10.94098514,21251,461424,934,23.8633218,24.40060962,30.29091219,30.9730704,24.00092668,209643241,620961,6.290041444,10.30081412,12.46165969,13.13466602,13.68658013,6.214608098,9.451705754,12.08662713,13.60081135,14.25590116,14.87934065,5.054358924,5.830902367,8.325895358,5.672080386,6.365952312,8.639568507,2961.989125,2024.16866,0,0,0,0,71.4,0,28.6,3.525,0,1,1,53.5
33005.0007,11.42139034,33005,42.930472,-72.272389,"New Hampshire","Cheshire","Keene",4.587176552,3431,154023267,25280,6.66349481,10.93858131,9.144667259,3.148136322,1.776603966,1830241632,77117,6.096437148,8.517193191,9.210340372,9.61580548,11.49855327,7.238706793,8.780206633,11.35072646,12.16352205,12.64340399,13.77115335,0.566957263,0.567465651,2.182515407,1.709155842,1.710403342,2.852642715,42.1348737,164.1310465,3.4,6.3,30,19,6.5,22.1,12.6,6.5,39.7,5,5,25.66666667
51013.002,12.02796209,51013,38.8577,-77.05922,"Virginia","Arlington","Arlington",10.37936426,22202,10024542,22543,28.38754325,36.22769089,28.17297092,28.83700412,24.8513249,67273573,207627,6.232505026,11.30254973,12.52035449,13.05339814,13.75034581,6.214608098,8.828754165,12.21309913,13.52595186,14.25525673,15.23124114,4.903502826,5.026372778,5.417398848,4.998331287,5.124375655,5.562885512,3086.308497,2248.781042,1.6,2.5,6.8,6.8,3.8,34.7,43.8,1.8,10.9,1,2,59.5
39035.0034,10.82982456,39035,41.55523,-81.575256,"Ohio","Cuyahoga","Cleveland",8.800426056,44110,10910516,20136,40.45155709,47.37283737,25.94699895,21.49854157,18.82156471,1184118946,1280122,7.112381194,10.92521212,11.59428356,12.36320056,13.04181156,6.214608098,7.60090246,11.57717965,12.68864228,13.5816469,14.34434347,5.558822289,7.067470556,8.513496637,6.009898281,7.244915082,8.604309716,1081.075516,1845.558908,5.5,14.9,38.8,27.5,6.6,3.8,3,28.4,59.2,1,1,40.33333333
18035.0006,11.62389381,18035,40.201141,-85.387999,"Indiana","Delaware","Muncie",10.07465088,47305,3457747,4106,26.04909091,31.59648332,21.84519332,7.67039137,3.901879335,1015596276,117671,6.873697044,8.822479796,9.374588702,10.09552601,11.53845978,6.214608098,7.898873601,11.22983661,12.22688784,12.7090905,13.60997174,4.105059676,4.105096745,5.476947237,4.377577281,4.377794388,5.582800927,115.8639538,1187.478436,5.4,28.8,26.7,22.1,3.9,7,6.1,30.3,60.9,4,4,45.63636364
42125.0005,13.08154762,42125,40.146667,-79.902222,"Pennsylvania","Washington","Charleroi",9.354116849,15022,46772529,10340,27.49567474,20.129109,10.30520346,6.410575383,4.974314239,2219591093,207820,4.865980323,9.834988695,10.66624602,11.44858352,12.03866452,7.960306045,8.922986242,11.46552148,12.71109308,13.27264568,13.91457662,5.875059319,6.307407298,7.429709262,6.283328733,6.753072581,7.697360268,93.62985852,221.0699362,6.3,8,42.8,15.8,11.1,11.4,4.5,12.8,57.1,2,2,37.5
17019.0004,10.48793103,17019,40.123796,-88.229531,"Illinois","Champaign","Champaign",9.847546006,61820,16927476,36964,27.07871972,34.39467993,27.73157949,11.60978917,6.410083352,2580316235,201081,6.537994836,10.33302171,11.54740513,11.98627804,12.5036177,6.214608098,8.473831207,11.57943194,12.54766213,12.93223018,13.54256588,3.529295654,3.664229181,4.051929792,4.147557065,4.537125918,4.922243751,77.92882022,2183.668729,2.3,6.3,19,15.8,5.4,23.8,27.4,20.7,27.6,4,4,38.7
26091.0007,9.9275,26091,41.995568,-83.946559,"Michigan","Lenawee","Tecumseh",9.313380663,49286,154500365,14797,1.21799308,0.785250865,5.332389694,2.255445787,2.743825767,1941337767,99892,7.824612122,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,10.11402304,11.26035394,12.13213314,13.07776897,0.567606129,2.129046476,5.479982656,0.809752353,2.808346305,6.207283724,51.45523963,95.77323652,1.6,5.6,29.4,26.4,10.4,18.2,8.4,3.5,36.6,5,5,43.77777778
40101.0169,11.55565217,40101,35.755273,-95.377669,"Oklahoma","Muskogee","Muskogee",8.118359672,74401,313459418,17476,12.2932526,16.08276177,12.49803802,6.31374335,3.320598712,2099056912,70990,5.823957132,8.517193191,11.02125582,11.34480313,11.72831271,8.465154843,9.487232056,11.76076352,12.72740216,13.01927027,13.53716047,6.812929047,6.813056372,6.813213123,7.232565783,7.233209378,7.23400126,33.81995009,55.75203359,5.1,14.5,33.1,23.6,6.7,11.7,5.3,23.7,52.7,5,5,40.41666667
18089.0027,11.63364486,18089,41.546593,-87.426481,"Indiana","Lake","Griffith",16.90920694,46319,24015234,18404,27.12629758,29.3557526,23.71922295,28.91511955,26.02679014,1292303671,496005,6.984341469,10.27200869,11.5406888,12.18580071,12.79612411,6.214608098,7.60090246,10.83750501,12.61389691,13.33839025,14.0305138,6.089616172,9.205463702,9.349089967,6.153256246,9.416859678,9.558085136,383.8145872,766.3468946,2.4,8,38.6,27.2,6.2,12.2,5.4,6.1,49,2,2,67
42043.0401,13.20489914,42043,40.246992,-76.846988,"Pennsylvania","Dauphin","Not in a city",8.813175581,17104,6952677,20962,34.75605536,31.31033737,29.87967519,19.68240189,14.48549333,1359864507,268100,5.597319673,10.78410532,11.79698728,12.2539434,12.71914749,7.736725117,8.699495439,11.63711665,12.90510473,13.57004183,14.37396594,4.536100367,4.567108608,8.668629224,4.776153222,4.805355549,8.702036674,197.1519946,3014.953808,7.4,17.2,41.2,14.9,6,7.9,5.3,35,65.8,3,3,50
1073.5003,11.775,1073,33.801667,-86.9425,"Alabama","Jefferson","Not in a city",8.816101285,35180,230081840,13794,0.416089965,0.314878893,0.505267766,0.554364073,0.948113549,2878192209,658466,8.734820584,8.517193191,10.20582257,11.3807905,11.85792901,6.214608098,7.60090246,8.517193191,10.42076998,12.44772206,13.34257868,0,4.008887068,6.425888035,0,4.016695044,6.96158011,228.7776327,59.95258035,9.7,21.6,39.3,21.6,5.2,2.2,0.4,13.3,70.6,2,2,42.63636364
30063.0031,8.508496732,30063,46.874912,-113.995253,"Montana","Missoula","Missoula",2.443071798,59801,17620495,30940,33.10034602,36.11397059,20.39804867,8.414439363,4.742089234,6716936093,109299,5.432793633,10.77627021,11.58744026,12.01814169,12.47437404,8.341955108,9.75432017,11.72801537,12.33854413,12.72329474,13.2062888,4.743041977,4.755065792,5.463094474,5.224580714,5.238019749,5.878422823,16.27215124,1755.909808,1.7,4.8,23.8,24.6,6.8,24.4,13.9,12.6,30.3,4,4,30.5
51165.0003,11.4981982,51165,38.47753,-78.81952,"Virginia","Rockingham","Not in a city",6.754194038,22802,234379912,26293,13.98356401,8.523572664,3.579772321,4.970636239,3.78741096,2199121564,76314,4.996662804,10.13205449,10.83887019,11.24547331,11.86623554,8.213868111,9.167589,11.87026592,13.30693795,14.22755732,15.01697397,3.515376495,3.580545308,4.021621037,4.269053107,4.44621526,4.697629585,34.70203796,112.1811156,11.1,12.1,29,16.5,4.4,15.7,11.2,11.3,52.2,4,4,34.75
19153.251,9.542372881,19153,41.603517,-93.7479,"Iowa","Polk","Clive",6.429376605,50266,42782812,23625,51.24221453,39.86656574,28.1808089,18.64279106,13.97044382,1486121332,430640,6.600446781,10.82712894,11.7586158,12.13250919,12.58158477,6.214608098,8.440825872,11.44921387,12.37089373,13.07789067,13.85091448,3.017780035,4.590676862,5.39529069,3.181196619,5.033770575,5.68323602,289.7744556,552.2077417,1.6,2.9,21.5,22.3,9.8,30.9,11.1,2.7,26,3,3,28.33333333
9001.9003,10.19226361,9001,41.118333,-73.336667,"Connecticut","Fairfield","Westport",7.666388153,6880,52109815,26647,15.0017301,15.43014706,12.64334607,11.25792497,9.131830349,1618456437,916829,4.978308546,10.61078619,11.66131749,12.10945773,12.8463922,8.026847913,8.993584566,11.51081983,12.62247659,13.30756239,14.10025553,2.968731962,5.215400846,6.646956407,2.983284959,5.329037425,6.760361556,566.4835822,511.3623988,1.1,1.5,8.5,10.8,3.9,38.5,35.7,2.6,11.1,3,3,29.81818182
18003.0004,11.69906542,18003,41.094965,-85.101816,"Indiana","Allen","Fort Wayne",10.38323073,46805,16696709,21306,28.9783737,30.15030277,29.25461265,21.55928571,13.05479591,1702419942,355329,6.621890883,8.517193191,11.77540612,12.3612041,12.77377984,6.214608098,9.240293898,11.48509309,12.75581967,13.33518047,13.98748613,4.60852546,5.143417615,5.564898461,4.9111014,5.399131255,5.816047283,208.719947,1276.059851,4.3,6.7,31.7,27.2,8.2,15,6.8,13.5,42.7,3,3,54.11111111
48037.0004,11.16721311,48037,33.425758,-94.070802,"Texas","Bowie","Texarkana",8.901955332,75501,246569347,36298,29.89186851,37.81261426,28.36576935,13.21582337,7.199098008,2292153748,92565,6.10981833,10.40915282,10.9117491,11.22690326,11.66023183,7.169272065,8.707019965,11.87032743,12.49441784,12.8145615,13.17240634,4.44166977,4.705256348,6.632509938,4.537450161,4.779646113,7.165508396,40.38341672,147.212135,8,9.1,34.3,32,2.9,9.8,3.9,20.3,51.4,4,4,42.125
39095.0025,12.12926829,39095,41.66579,-83.47611,"Ohio","Lucas","Toledo",11.18403326,43605,18251430,28346,30.13375224,29.08201305,29.85237131,21.49011843,16.0404544,882810658,441815,7.399140829,10.26259055,11.46403888,12.40212012,13.17270039,6.214608098,7.60090246,11.21878262,12.61059979,13.43452702,14.26760249,7.506756049,7.522130353,8.047888974,7.795568806,7.818158791,8.427747793,500.4640531,1553.083786,7,18.9,41.5,21.1,6.1,4.3,1.2,36.2,67.4,3,3,58
6037.1103,16.11581769,6037,34.06659,-118.22688,"California","Los Angeles","Los Angeles",9.951742847,90012,8375660,31103,59.22404844,58.07785467,49.62695866,57.6046721,49.62934438,10509869649,9818605,6.826561396,12.04928974,12.97462963,13.51476464,14.35571798,6.214608098,8.628479639,12.35611639,13.2389754,13.8541196,14.81518073,6.798483128,6.893324493,7.475490234,7.258214813,7.333982887,7.813834018,934.2270959,3713.498399,21.9,18.8,21.5,12.6,4.8,13.1,7.4,33.7,62.2,1,1,71.8
26005.0003,9.644347826,26005,42.767786,-86.148577,"Michigan","Allegan","Holland",6.707858884,49423,201007334,44977,4.649653979,4.740051903,6.358359053,7.712801962,6.412654984,2137337922,111408,5.460534409,10.9136978,11.4915447,11.8153708,12.24429388,8.197049717,9.249573372,10.98225058,11.96614022,12.41416209,13.04717692,4.164755307,4.210315843,5.345447968,4.464299481,4.508908921,5.856434776,52.12465416,223.7580048,5.8,8.5,29.6,20.3,5.6,18.2,12,9.7,43.9,2,3,45.5
45045.0008,12.56393939,45045,34.838814,-82.402918,"South Carolina","Greenville","Greenville",8.054434495,29605,66249223,34414,29.3650519,29.68793253,25.11803309,18.5813279,13.68419688,2033451179,451225,3.813892468,10.34818672,11.54278198,12.298405,12.60128473,8.561907002,9.686328653,12.12070413,13.05679501,13.57939648,14.37427292,1.98393343,3.618794491,4.410935695,2.82086468,4.155964682,4.941969298,221.9010737,519.4626962,8.8,15.6,25.5,15.8,4.8,17.3,12.3,23.6,49.9,3,3,32.16666667
29099.0019,11.43216783,29099,38.448633,-90.39854,"Missouri","Jefferson","Arnold",12.08051091,63010,56342909,35439,20.69550173,16.89273356,14.39354226,14.60573693,12.55989298,1700660922,218733,6.052299291,10.04176164,11.12081888,12.15598997,13.19998227,7.092770187,8.633832157,11.26889485,12.40383838,13.20517803,14.05558721,6.16683036,6.214008138,6.663417739,6.704205387,6.770577815,7.336202056,128.6164674,628.9877578,3.6,7.9,31.2,27.4,11.1,13.1,5.8,5.4,42.7,2,2,62.63636364
41039.2013,13.12087912,41039,43.744352,-122.480487,"Oregon","Lane","Oakridge",2.95394266,97463,110245579,3877,11.01038062,8.499783737,1.582247321,0.47126166,0.246623557,11792524334,351715,5.648288074,8.532806512,9.218177504,9.621037053,10.12977333,8.083197582,8.977022486,10.64391083,11.27213722,11.65899081,12.16346566,0.017762292,0.017762292,0.017762292,0.129143769,0.129143769,0.129143769,29.82525115,35.16694307,1.9,9.2,30.7,19.6,7.5,17.7,13.4,16.4,41.8,3,3,30.28571429
4023.0004,14.11382114,4023,31.337204,-110.936718,"Arizona","Santa Cruz","Nogales",6.093248214,85621,731039985,23054,2.230103806,10.78352076,23.90001883,35.07206841,42.18863965,3203598541,47420,5.595586099,10.0600283,10.57352039,10.92017142,11.3706744,7.606776483,9.020879449,11.45193583,11.71412208,11.91723452,12.26789111,0.737080211,0.871627972,0.871627972,0.737080211,1.480976846,1.480976846,14.80210438,31.53589472,21.3,16.7,31.8,16.4,3.6,7.7,2.4,28.6,69.8,5,5,16.33333333
39049.0025,12.44166667,39049,39.92845,-82.98104,"Ohio","Franklin","Columbus",12.86931892,43207,60393119,45144,42.62716263,45.75497405,34.80759439,34.12072633,28.19895908,1378361040,1163414,5.803573918,11.30934098,12.6420395,13.16178446,13.61297885,8.377937302,9.444862514,12.11031922,13.4143067,13.93081752,14.56396152,5.889034298,6.233488023,6.322110628,6.052042439,6.427906284,6.525182383,844.0560682,747.5023769,3.7,11.6,28.7,19.1,3.5,21.4,12,24.1,44,1,1,60.09090909
45079.1001,11.84833333,45079,34.131262,-80.868318,"South Carolina","Richland","Not in a city",8.124356576,29229,53138241,44229,40.92733564,28.84904844,18.16263628,10.53631539,7.589015372,1960797690,384504,6.458826784,9.337280148,10.81890517,11.33514123,12.13594892,6.214608098,8.440517692,10.50138881,12.07439922,12.75052695,13.86887024,0.552700244,1.736667104,5.41629268,0.555986035,1.767343294,5.652439887,196.0957023,832.3384284,0.7,3.7,15.1,26.5,12,26,16,4.7,19.5,3,3,40.75
12033.0004,9.639189189,12033,30.525367,-87.20355,"Florida","Escambia","Ferry Pass",7.523407184,32514,50537722,37399,9.612456747,10.77724913,11.22837022,10.72542736,9.441390357,1700226567,297619,5.11315148,10.29083411,11.54718969,11.97978441,12.30469236,8.901616126,9.934145203,11.79634607,13.06462126,13.74755279,14.23628538,7.140080921,7.705131721,7.804751474,7.480589818,7.98911435,8.075431486,175.0466707,740.0214834,4,6.2,24.3,23.3,11.2,20.3,10.7,10.3,34.5,3,3,41.25
36005.008,13.52241379,36005,40.83606,-73.92009,"New York","Bronx","New York",11.61937224,10452,2550148,75371,64.91522491,59.4141436,46.54104066,39.38660063,38.18968727,109028908,1385108,6.68120274,11.32685071,12.30627942,13.12766113,13.81190794,6.214608098,9.038790369,11.83365327,12.97116004,13.73218702,14.61610828,6.717144509,6.912861672,8.191967328,6.804309033,7.025108638,8.238729776,12704.04359,29555.53952,21.3,17.4,29.2,17.5,5.8,6.1,2.8,33.9,67.9,1,1,67.8
51069.001,12.06333333,51069,39.28102,-78.08157,"Virginia","Frederick","Not in a city",8.590233047,22624,49949933,2565,3.649653979,3.101427336,2.070071124,2.567035568,3.363261355,1070949703,78305,5.621719318,10.0121148,10.69250474,11.07180899,11.56200878,7.653885117,9.0561757,10.59660293,11.61000591,12.86013662,13.95556785,2.502148747,3.447916511,5.840762459,3.62097954,4.324957151,6.713401994,73.11734602,51.35142023,5.2,8.3,36,15.9,11.7,11.8,11.1,2.7,49.5,4,4,35.5
6079.2006,7.609090909,6079,35.256577,-120.669861,"California","San Luis Obispo","San Luis Obispo",4.056169985,93401,181154941,28033,42.22318339,26.85380623,9.476219449,3.865110863,2.548226248,8543248461,269637,6.514229498,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,9.516442205,11.54387873,12.31896372,12.76993967,13.45001907,2.268941542,2.27314911,3.459168435,2.686487433,2.690470447,3.881140561,31.56141381,154.7459862,9.875,7.25,17.25,15.925,5.5,28.375,15.8,7.95,34.375,3,3,23.58333333
6061.0006,11.19206349,6061,38.745726,-121.266312,"California","Placer","Roseville",8.814367987,95678,28131203,41192,31.68252595,31.29583238,35.00605858,23.38050197,17.90925927,3644136017,348432,7.018836318,10.28884504,11.042731,11.3972579,12.19710258,6.214608098,7.60090246,10.28884504,11.042731,11.63629587,12.99864231,4.023004386,4.202483948,5.308064799,4.206703643,4.387253924,5.776197518,95.61443326,1464.281496,2.5,4.3,17.8,26.1,13.2,23.4,12.6,5.9,24.6,2,2,65.09090909
19113.004,10.76906907,19113,41.97677,-91.68766,"Iowa","Linn","Cedar Rapids",7.459158074,52405,37805569,23621,32.31747405,31.24091696,25.78590631,15.86914335,8.893101333,1856710588,211226,5.676029829,10.17257932,11.02119586,11.50570613,12.17343983,7.644472487,9.002491661,11.20417174,12.60575252,13.14422305,13.65555537,6.464133132,6.488503297,6.488504567,6.861026414,6.880158416,6.880165021,113.7635566,624.802129,3.8,15.5,33.1,23.2,4.5,12.8,7,46.3,52.4,3,4,47.11111111
1103.0011,11.37372881,1103,34.518735,-86.976939,"Alabama","Morgan","Decatur",8.821747755,35603,182234536,30545,0,1.031019862,3.15979333,5.513897468,4.180120095,1500476319,119490,6.689449032,8.517193191,10.69983947,11.33555554,12.16392121,6.214608098,8.961700434,11.05043095,12.25589681,13.0823043,13.65843442,0.416754052,5.831029853,6.89052703,0.459111607,6.026891829,7.085675807,79.63471232,167.6136734,4.8,7.8,28.7,25,7.5,18.2,8,8.3,41.3,4,4,40.90909091
34023.0006,10.85892857,34023,40.472825,-74.422403,"New Jersey","Middlesex","North Brunswick Township",9.134249026,8901,16391704,55223,11.32612457,13.01492215,27.13835482,22.81183321,21.19156524,800083087,809858,5.452407715,10.08729946,11.02779689,11.6029397,12.66896481,7.227043529,8.487080397,11.47039754,12.18525907,12.96165777,13.96073301,5.590710246,5.730012044,7.137741194,5.79024929,5.910393433,7.25494641,1012.217372,3368.960298,22,11.3,31.8,11.2,3.3,12.5,7.8,15.8,65.1,2,2,51.63636364
28059.0006,10.113,28059,30.378287,-88.53393,"Mississippi","Jackson","Pascagoula",8.314435207,39567,34441843,10740,40.23702422,33.92668685,17.05670025,6.35554121,3.705566259,1871923538,139668,5.530518626,8.517193191,10.41713806,11.0884237,11.66396217,8.570235947,9.549851264,11.02611085,11.83356733,12.2606497,12.94598814,6.560441112,6.560441112,6.662343753,6.719666965,6.719666965,6.900907984,74.61202189,311.8300028,3.3,10.9,30,23.2,10.1,12.8,9.7,14.2,44.2,3,4,29.22222222
55079.001,12.78278689,55079,43.016667,-87.933333,"Wisconsin","Milwaukee","Milwaukee",8.759594224,53204,8503810,42355,52.57785467,51.43317474,43.62347852,35.26557361,25.59460228,625228895,947735,6.719047004,11.28314865,12.17929006,12.53627677,12.98223051,6.214608098,8.349299594,12.0893332,13.02327824,13.46402308,14.18250843,5.169819125,5.281185904,5.642572049,5.983338378,6.158384273,6.661293091,1515.820858,4980.708647,27.6,20.9,28.1,13.4,2.6,5.8,1.6,39.3,76.6,1,1,89.57142857
17161.3002,10.68245614,17161,41.514727,-90.51735,"Illinois","Rock Island","Rock Island Arsenal (U.S. Army)",8.892742611,61265,49105652,45099,36.80709343,42.84775087,30.97604169,25.09030157,14.5115779,1107573369,147546,5.24329031,10.47794757,11.44098698,12.18174096,12.67704828,7.744204239,9.294189557,11.62861581,12.75694735,13.3087249,13.84210473,6.034179385,6.346838958,6.51739108,6.407613062,6.643778455,6.840951906,133.215554,918.4075185,4.2,8.5,30.6,21.8,8.4,16.3,10.1,8.3,43.3,3,3,45.125
42069.2006,10.0773639,42069,41.442778,-75.623056,"Pennsylvania","Lackawanna","Scranton",6.267811383,18519,6236104,5104,23.43744374,26.94301,21.67354768,11.89013597,7.049238997,1189006298,214437,6.906395532,10.42786073,11.87326875,12.28403746,12.71930212,6.214608098,7.60090246,12.12145433,13.1855472,13.68557104,14.31309815,5.601264792,5.61255101,5.694359333,5.625260279,5.637569749,5.790724135,180.3497596,818.4597306,3.4,6.8,43.3,18.4,11.5,13.2,3.5,5.8,53.5,3,3,27.5
6001.0009,9.539583333,6001,37.743065,-122.169935,"California","Alameda","Oakland",13.90087017,94603,8445735,31403,49.34688581,49.79606401,39.93162207,23.69399517,19.74060944,1914046110,1510271,4.856155839,10.78611612,11.6734592,12.30527348,13.23955296,8.129490283,8.978754239,11.44208615,12.15069141,12.70383047,13.52765063,5.506863274,5.638778321,6.201678968,5.778316262,5.913013832,6.430428556,789.0462994,3718.208066,22.5,15,28.8,19.9,4.5,7.7,1.7,22.5,66.3,1,1,76.55555556
26101.0922,7.611711712,26101,44.307,-86.242649,"Michigan","Manistee","Manistee",4.955158539,49660,483625840,14066,0.227508651,0.378460208,0.87242226,0.977348974,1.397131223,1404159906,24733,7.894940591,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,10.30042416,11.54243608,12.04978299,12.55873164,1.562163146,4.841671664,5.036049797,1.647540546,5.355546287,5.547112625,17.61409074,29.08446745,4.8,5.9,30.4,23,7.2,15.6,13.1,3.6,41.1,6,6,39.25
12071.0005,7.023333333,12071,26.602016,-81.877908,"Florida","Lee","Fort Myers",7.480289059,33901,16603870,19500,17.24048443,22.64100346,21.41898882,21.7182704,18.22391776,2031879249,618754,6.332770008,8.517193191,10.91993432,11.82047854,12.47145325,6.214608098,9.426579598,11.67127667,13.00902661,13.62242646,14.11390056,0.549348707,6.023568666,6.024664538,1.786127705,6.044155906,6.047758931,304.5230175,1174.424999,6.9,9.6,31.7,19.7,7.4,15.9,8.9,11.5,48.2,3,3,33.625
22033.1001,9.66,22033,30.593978,-91.251943,"Louisiana","East Baton Rouge","Not in a city",14.00675104,70807,66042672,20377,0,0.036115917,1.969522034,5.121654305,6.50714862,1179412087,440171,7.928562632,8.517193191,9.500308923,10.8075201,11.61098701,6.214608098,7.60090246,10.18425776,12.66660112,13.55238114,14.36943353,7.447663061,8.564736581,8.797821373,7.530725589,8.616443178,9.019776226,373.2122172,308.5429372,9.2,22.5,30.1,19.6,2.8,10.4,5.4,33.2,61.8,3,3,40
30089.0007,7.191964286,30089,47.594395,-115.323746,"Montana","Sanders","Thompson Falls",2.695436666,59873,1959419268,3085,0,0.002811419,1.055855355,0.547772397,0.314792563,7149723773,11413,8.176878663,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,9.743786469,10.60266012,10.92731131,11.36142303,0.054233174,0.054233174,1.329276955,0.356763813,0.356763813,1.450004826,1.596285446,1.574446087,4.6,8.4,43,22.6,6,12.2,3.3,12.4,56,6,6,22.5
37067.0022,12.03146417,37067,36.110556,-80.226667,"North Carolina","Forsyth","Winston-Salem",8.209286643,27101,33046567,18901,32.29844291,28.88300173,22.44416543,14.57659307,10.24930754,1057097245,350670,5.839322033,11.54655933,12.29206419,12.58232662,12.82392846,8.289260463,10.34597958,12.28240497,13.21413372,13.60306078,14.10890901,4.311817765,4.479240266,5.329114279,4.43114646,4.596007658,5.418195753,331.7291779,571.9504843,6.325,17,41.875,16.475,6.25,9.8,2.25,7.575,65.2,3,3,33.75
17113.2003,10.7626087,17113,40.518735,-88.996896,"Illinois","McLean","Normal",9.783419321,61761,110251111,52879,42.52941176,39.56466263,31.63473054,15.39401939,7.865840643,3064933852,169572,5.494042103,11.16489399,12.00613769,12.35253743,12.76240171,7.987263785,8.978782334,12.13436783,12.93264397,13.24690306,13.8020039,4.548829632,4.575901232,4.694123678,4.71134165,4.75237586,4.938732948,55.32647952,479.6232847,1.6,3.9,22.5,20.1,5.6,31,15.3,9.7,28,4,4,37.08333333
4001.1235,3.023809524,4001,35.881974,-109.434003,"Arizona","Apache","Fort Defiance",4.523397768,86540,627281564,1088,0.073529412,0.14532872,0.665920349,0.414888714,0.334425273,29001443825,71518,9.614076619,8.517193191,9.210340372,9.61580548,10.1266311,6.214608098,7.60090246,8.517193191,9.210340372,9.658219943,11.73220034,0,0,0,0,0,0,2.466015155,1.734468319,29.4,12.2,37.5,18.4,1.4,1.1,0,44.8,79.1,6,6,13.9
